make,model,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,registrationcity,registrationstate,Selling_Price
Maruti,Alto,2021.0,Petrol,7285.0,1,Manual,Hatchback,Pune,Maharashtra,417200.0
Maruti,Baleno,2018.0,Petrol,52477.0,1,Manual,Hatchback,Alwar,Rajasthan,551500.0
Maruti,Eeco,2019.0,Petrol,28706.0,1,Manual,SUV,Cuddalore,Tamil Nadu,410100.0
Maruti,Xl6,2019.0,Petrol,75770.0,1,Manual,SUV,Chennai South,Tamil Nadu,1077800.0
Volkswagen,Vento,2020.0,Petrol,21907.0,2,Manual,Sedan,Hyderabad,Telangana,923300.0
Hyundai,Creta,2017.0,Diesel,95045.0,1,Automatic,SUV,Mumbai,Maharashtra,978700.0
Maruti,Celerio,2014.0,Petrol,30402.0,1,Manual,Hatchback,Kharghar,Maharashtra,421000.0
Maruti,Wagon R 1.0,2016.0,Petrol,20642.0,1,Manual,Hatchback,Barasat,West Bengal,360000.0
Honda,City,2018.0,Petrol,66361.0,1,Automatic,Sedan,Bengaluru,Karnataka,1101400.0
Maruti,Celerio,2018.0,Petrol + Cng,26129.0,1,Manual,Hatchback,Mumbai,Maharashtra,500000.0
Maruti,Baleno,2020.0,Petrol,10956.0,2,Manual,Hatchback,Gurgaon,Haryana,604000.0
Maruti,Alto,2019.0,Petrol,31386.0,1,Manual,Hatchback,Pune,Maharashtra,292800.0
Hyundai,New Santro,2019.0,Petrol,7063.0,1,Manual,Hatchback,Chennai,Tamil Nadu,486000.0
Hyundai,I10,2012.0,Petrol,83545.0,2,Manual,Hatchback,Chennai,Tamil Nadu,321000.0
Hyundai,Venue,2019.0,Petrol,71423.0,2,Automatic,SUV,Ropar,Punjab,816300.0
Hyundai,Grand I10 Nios,2020.0,Petrol,65603.0,1,Automatic,Hatchback,Chennai,Tamil Nadu,593700.0
Hyundai,Grand I10 Nios,2020.0,Diesel,30477.0,1,Manual,Hatchback,Chennai South,Tamil Nadu,765600.0
Maruti,Alto 800,2014.0,Petrol,19787.0,2,Manual,Hatchback,Pune,Maharashtra,269000.0
Maruti,Swift,2020.0,Petrol,18235.0,1,Manual,Hatchback,New Delhi,Delhi,546000.0
Toyota,Urban Cruiser,2021.0,Petrol,18274.0,2,Manual,Hatchback,Delhi,Delhi,860100.0
Maruti,Alto K10,2019.0,Petrol,11597.0,1,Automatic,Hatchback,Mumbai West,Maharashtra,372800.0
Tata,Nexon,2019.0,Petrol,10788.0,1,Automatic,SUV,Bengaluru,Karnataka,1065500.0
Hyundai,Grand I10,2017.0,Petrol,39961.0,1,Manual,Hatchback,Sikar,Rajasthan,517000.0
Maruti,Wagon R 1.0,2016.0,Petrol,85110.0,1,Automatic,Hatchback,Pune,Maharashtra,418400.0
Tata,Altroz,2022.0,Diesel,473.0,1,Manual,Hatchback,Ahmedabad,Gujarat,995700.0
Honda,Wr-V,2020.0,Diesel,59848.0,1,Manual,SUV,Sonipat,Haryana,966000.0
Renault,Kwid,2018.0,Petrol,40397.0,3,Manual,Hatchback,Chennai,Tamil Nadu,334500.0
Maruti,Alto,2021.0,Petrol,13565.0,1,Manual,Hatchback,Hyderabad,Telangana,368250.0
Renault,Triber,2019.0,Petrol,22301.0,1,Manual,SUV,Pune,Maharashtra,698600.0
Maruti,Celerio,2018.0,Petrol,54446.0,1,Manual,Hatchback,Mumbai,Maharashtra,436900.0
Hyundai,Grand I10,2018.0,Petrol,19774.0,1,Manual,Hatchback,Surat,Gujarat,468399.0
Tata,Nexon,2020.0,Petrol,25946.0,2,Manual,SUV,Banglore-Cafe Dly,Karnataka,944600.0
Maruti,Swift,2021.0,Petrol,13668.0,1,Manual,Hatchback,Vadodara,Gujarat,700000.0
Maruti,Swift,2013.0,Petrol,56608.0,1,Manual,Hatchback,Gurgaon,Haryana,380000.0
Maruti,Alto 800,2017.0,Petrol,37852.0,1,Manual,Hatchback,New Delhi,Delhi,303000.0
Hyundai,I10,2012.0,Petrol,66195.0,1,Manual,Hatchback,Salem,Tamil Nadu,321000.0
Hyundai,Eon,2017.0,Petrol,46358.0,1,Manual,Hatchback,Hyderabad,Telangana,365000.0
Maruti,Celerio,2019.0,Petrol,6373.0,1,Manual,Hatchback,Delhi,Delhi,516000.0
Maruti,Celerio,2022.0,Petrol + Cng,11117.0,1,Manual,Hatchback,Gurgaon,Haryana,641300.0
Hyundai,Grand I10 Nios,2019.0,Petrol,14592.0,1,Manual,Hatchback,Faridabad,Haryana,632100.0
Maruti,Ciaz,2022.0,Petrol,220.0,1,Automatic,Sedan,Mumbai West,Maharashtra,1123400.0
Hyundai,I10,2012.0,Petrol,47081.0,2,Automatic,Hatchback,Hyderabad,Telangana,380000.0
Hyundai,Grand I10,2017.0,Petrol,58861.0,1,Manual,Hatchback,Hyderabad,Telangana,480200.0
Maruti,Baleno,2019.0,Petrol,21627.0,2,Manual,Hatchback,Chennai,Tamil Nadu,618000.0
Maruti,Baleno,2018.0,Petrol,58681.0,1,Manual,Hatchback,Vadodara,Gujarat,583000.0
Hyundai,Grand I10 Nios,2020.0,Petrol,13730.0,1,Manual,Hatchback,Bengaluru,Karnataka,742400.0
Hyundai,New Santro,2019.0,Petrol + Cng,41791.0,1,Manual,Hatchback,Pune,Maharashtra,532700.0
Hyundai,Elite I20,2018.0,Petrol,81241.0,1,Manual,Hatchback,Hyderabad,Telangana,673300.0
Hyundai,Elite I20,2019.0,Petrol,77885.0,1,Manual,Hatchback,Hyderabad,Telangana,723000.0
Hyundai,Grand I10 Nios,2021.0,Petrol + Cng,8423.0,1,Manual,Hatchback,Mumbai,Maharashtra,798000.0
Maruti,Ciaz,2017.0,Diesel,95205.0,1,Manual,Sedan,Mumbai,Maharashtra,701000.0
Jeep,Compass,2017.0,Diesel,44975.0,2,Manual,Luxury SUV,Dahod,Gujarat,1100800.0
Maruti,Wagon R 1.0,2016.0,Petrol,23998.0,1,Manual,Hatchback,Jaipur,Rajasthan,435000.0
Ford,Ecosport,2018.0,Petrol,73688.0,1,Automatic,SUV,Gandhinagar,Gujarat,835000.0
Maruti,Wagon R 1.0,2017.0,Petrol + Cng,36980.0,1,Manual,Hatchback,Pune,Maharashtra,467500.0
Maruti,S Presso,2021.0,Petrol,30798.0,1,Automatic,Hatchback,Nelamangala,Karnataka,512699.0
Maruti,Wagon R 1.0,2016.0,Petrol,43458.0,1,Manual,Hatchback,Surat,Gujarat,409000.0
Maruti,New  Wagon-R,2020.0,Petrol + Cng,33606.0,2,Manual,Hatchback,Gurgaon,Haryana,548000.0
Hyundai,New Santro,2019.0,Petrol,36107.0,1,Manual,Hatchback,Chandigarh,Haryana,497200.0
Maruti,S Presso,2020.0,Petrol + Cng,53393.0,2,Manual,Hatchback,Kalyan,Maharashtra,496000.0
Hyundai,Grand I10,2019.0,Petrol,24707.0,1,Manual,Hatchback,Chennai,Tamil Nadu,554000.0
Maruti,Wagon R 1.0,2015.0,Petrol,56163.0,2,Manual,Hatchback,Pune,Maharashtra,348699.0
Maruti,Wagon R 1.0,2014.0,Petrol + Cng,63339.0,1,Manual,Hatchback,Pune,Maharashtra,402400.0
Maruti,Swift,2021.0,Petrol,23962.0,1,Manual,Hatchback,Vijayawada,Andhra Pradesh,796800.0
Maruti,S Presso,2020.0,Petrol,32229.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,427000.0
Skoda,Rapid,2020.0,Petrol,54698.0,1,Automatic,Sedan,Delhi,Delhi,1008700.0
Jeep,Compass,2018.0,Diesel,50109.0,1,Manual,Luxury SUV,Ahmedabad,Gujarat,1120900.0
Maruti,Alto 800,2018.0,Petrol,6740.0,1,Manual,Hatchback,Delhi,Delhi,343000.0
Maruti,Wagon R 1.0,2013.0,Petrol,53633.0,2,Manual,Hatchback,Hyderabad,Telangana,342000.0
Maruti,Dzire,2019.0,Petrol,18645.0,1,Manual,Sedan,Delhi,Delhi,700000.0
Hyundai,Venue,2019.0,Petrol,16373.0,1,Automatic,SUV,Gurgaon,Haryana,1130000.0
Maruti,Swift,2017.0,Petrol,23307.0,1,Manual,Hatchback,Dombivali,Maharashtra,493900.0
Maruti,Celerio,2017.0,Petrol + Cng,49965.0,1,Manual,Hatchback,Panvel,Maharashtra,472000.0
Maruti,Celerio,2016.0,Petrol,44156.0,1,Automatic,Hatchback,Mumbai,Maharashtra,382800.0
Maruti,Alto 800,2017.0,Petrol,20572.0,1,Manual,Hatchback,Delhi,Delhi,298000.0
Hyundai,Verna,2019.0,Petrol,21667.0,1,Automatic,Sedan,Bengaluru,Karnataka,1217900.0
Maruti,Baleno,2022.0,Petrol,37100.0,1,Automatic,Hatchback,Ahmedabad,Gujarat,731100.0
Maruti,Wagon R 1.0,2018.0,Petrol,19021.0,1,Manual,Hatchback,Kolkata,West Bengal,343250.0
Maruti,Alto K10,2018.0,Petrol,53412.0,1,Automatic,Hatchback,Dharwad,Karnataka,392400.0
Maruti,Alto,2020.0,Petrol,40005.0,1,Manual,Hatchback,Nagpur,Maharashtra,376400.0
Maruti,Swift,2019.0,Petrol,45291.0,1,Manual,Hatchback,Gurgaon,Haryana,546000.0
Honda,Jazz,2018.0,Petrol,71845.0,1,Manual,Hatchback,Chennai,Tamil Nadu,544100.0
Maruti,Celerio,2016.0,Petrol,46100.0,1,Automatic,Hatchback,Mumbai,Maharashtra,410000.0
Hyundai,Elite I20,2017.0,Petrol,49509.0,1,Manual,Hatchback,Chennai,Tamil Nadu,622000.0
Maruti,Ciaz,2020.0,Petrol,15819.0,1,Manual,Sedan,Ahmedabad,Gujarat,990000.0
Hyundai,Grand I10,2014.0,Petrol,60608.0,1,Manual,Hatchback,Kolkata,West Bengal,369000.0
Maruti,Baleno,2016.0,Petrol,62338.0,1,Manual,Hatchback,Mumbai,Maharashtra,549000.0
Maruti,Swift,2018.0,Petrol,16301.0,1,Manual,Hatchback,Barrackpore,West Bengal,514900.0
Hyundai,New Elantra,2019.0,Petrol,31995.0,1,Automatic,Luxury Sedan,Gandhi Nagar,Gujarat,1245800.0
Renault,Kiger,2021.0,Petrol,17094.0,1,Manual,Hatchback,New Delhi,Delhi,1107300.0
Maruti,Baleno,2020.0,Petrol,23381.0,1,Manual,Hatchback,Sirsa,Haryana,638000.0
Toyota,Corolla Altis,2018.0,Petrol,19123.0,1,Manual,Luxury Sedan,Mumbai,Maharashtra,1063000.0
Maruti,Wagon R 1.0,2018.0,Petrol,27575.0,1,Manual,Hatchback,Serampore,West Bengal,350900.0
Maruti,Swift,2014.0,Petrol,35393.0,1,Manual,Hatchback,Gurgaon,Haryana,421800.0
Maruti,Alto 800,2016.0,Petrol,61973.0,1,Manual,Hatchback,Vasai,Maharashtra,316000.0
Maruti,Wagon R 1.0,2016.0,Petrol,35104.0,2,Manual,Hatchback,Hyderabad,Telangana,363900.0
Maruti,Swift,2021.0,Petrol,15773.0,2,Automatic,Hatchback,Bengaluru,Karnataka,790500.0
Hyundai,Grand I10,2016.0,Petrol,32513.0,1,Manual,Hatchback,Thane,Maharashtra,470799.0
Hyundai,New Santro,2018.0,Petrol,8476.0,1,Manual,Hatchback,Chennai,Tamil Nadu,488300.0
Maruti,Baleno,2016.0,Petrol,74738.0,2,Manual,Hatchback,Chennai,Tamil Nadu,560000.0
Maruti,Baleno,2017.0,Petrol,53807.0,1,Manual,Hatchback,New Delhi,Delhi,551000.0
Tata,Altroz,2020.0,Petrol,10453.0,1,Manual,Hatchback,Mumbai,Maharashtra,834800.0
Hyundai,Elite I20,2017.0,Petrol,38657.0,1,Manual,Hatchback,Sangli,Maharashtra,676000.0
Maruti,Celerio,2019.0,Petrol + Cng,77813.0,1,Manual,Hatchback,Pune,Maharashtra,578000.0
Hyundai,New Santro,2019.0,Petrol,42119.0,1,Manual,Hatchback,Tamluk,West Bengal,366200.0
Maruti,Swift,2019.0,Petrol,33032.0,2,Manual,Hatchback,Chennai,Tamil Nadu,568700.0
Hyundai,Grand I10,2016.0,Petrol,33859.0,1,Manual,Hatchback,Mumbai East,Maharashtra,470399.0
Maruti,Celerio,2017.0,Petrol + Cng,52013.0,1,Manual,Hatchback,Mumbai,Maharashtra,437200.0
Maruti,Ciaz,2016.0,Petrol,41796.0,1,Manual,Sedan,Sohana,Haryana,595000.0
Maruti,Alto K10,2017.0,Petrol,66997.0,1,Manual,Hatchback,Faridabad,Haryana,313600.0
Maruti,New  Wagon-R,2021.0,Petrol + Cng,10896.0,1,Manual,Hatchback,Delhi,Delhi,619400.0
Hyundai,Tucson New,2018.0,Petrol,33304.0,2,Automatic,Luxury SUV,Mumbai,Maharashtra,1364800.0
Tata,Altroz,2021.0,Diesel,40005.0,1,Manual,Hatchback,Gurgaon,Haryana,829900.0
Hyundai,Grand I10,2013.0,Petrol,33223.0,1,Manual,Hatchback,Mumbai,Maharashtra,357000.0
Jeep,Compass,2019.0,Diesel,84620.0,1,Automatic,Luxury SUV,Ahmedabad,Gujarat,1364800.0
Maruti,New  Wagon-R,2019.0,Petrol,21008.0,1,Manual,Hatchback,Chennai,Tamil Nadu,531200.0
Skoda,Kushaq,2021.0,Petrol,14758.0,1,Manual,Hatchback,Ahmedabad East,Gujarat,1364800.0
Honda,City,2017.0,Petrol,28342.0,1,Manual,Sedan,Chennai,Tamil Nadu,776000.0
Skoda,Rapid,2020.0,Petrol,20822.0,1,Manual,Sedan,Pune,Maharashtra,865600.0
Maruti,Celerio,2016.0,Petrol + Cng,75189.0,1,Manual,Hatchback,Mumbai,Maharashtra,393900.0
Hyundai,New Santro,2019.0,Petrol,7676.0,1,Manual,Hatchback,Mumbai,Maharashtra,493000.0
Maruti,Wagon R 1.0,2014.0,Petrol,20304.0,3,Manual,Hatchback,Hyderabad,Telangana,356000.0
Maruti,Celerio,2022.0,Petrol,2597.0,1,Manual,Hatchback,Ludhiana,Punjab,611400.0
Maruti,Wagon R 1.0,2016.0,Petrol,55397.0,1,Manual,Hatchback,Chennai,Tamil Nadu,361499.0
Hyundai,New I20,2020.0,Petrol,14378.0,2,Automatic,Hatchback,Bengaluru,Karnataka,1145800.0
Maruti,Celerio,2018.0,Petrol + Cng,40479.0,1,Manual,Hatchback,Kalyan,Maharashtra,542000.0
Hyundai,Grand I10 Nios,2021.0,Petrol,31904.0,1,Manual,Hatchback,Sriganganagar,Rajasthan,586700.0
Toyota,Glanza,2021.0,Petrol,14995.0,1,Automatic,Hatchback,Pune,Maharashtra,848700.0
Maruti,Celerio,2016.0,Petrol,7821.0,1,Automatic,Hatchback,Gurgaon,Haryana,445000.0
Maruti,Swift,2015.0,Petrol,34510.0,1,Manual,Hatchback,Delhi,Delhi,436000.0
Maruti,Celerio,2016.0,Petrol,57337.0,1,Automatic,Hatchback,Ghaziabad,Uttar Pradesh,413000.0
Maruti,Swift,2021.0,Petrol,46252.0,1,Manual,Hatchback,Chennai,Tamil Nadu,804000.0
Tata,Nexon,2018.0,Petrol,16894.0,1,Automatic,SUV,Bengaluru,Karnataka,1052000.0
Maruti,New  Wagon-R,2019.0,Petrol,19720.0,1,Manual,Hatchback,Mumbai,Maharashtra,505000.0
Hyundai,Grand I10,2016.0,Petrol,68436.0,1,Manual,Hatchback,Gurgaon,Haryana,388199.0
Hyundai,I10,2014.0,Petrol,72110.0,1,Manual,Hatchback,Noida,Uttar Pradesh,315000.0
Tata,Safari,2022.0,Diesel,6192.0,1,Manual,SUV,Faridabad,Haryana,1364800.0
Tata,Harrier,2021.0,Diesel,5330.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,1364800.0
Hyundai,Grand I10,2016.0,Petrol,92782.0,1,Manual,Hatchback,Tiruppattur,Tamil Nadu,528000.0
Hyundai,Grand I10,2014.0,Petrol,37959.0,1,Manual,Hatchback,Banglore-Cafe Dly,Karnataka,488000.0
Hyundai,Creta,2015.0,Petrol,31824.0,1,Manual,SUV,Delhi,Delhi,838600.0
Hyundai,Elite I20,2017.0,Petrol,35247.0,2,Manual,Hatchback,Mumbai,Maharashtra,638000.0
Maruti,Wagon R 1.0,2012.0,Petrol,86050.0,1,Manual,Hatchback,Bengaluru,Karnataka,333000.0
Maruti,Baleno,2017.0,Petrol,22340.0,2,Manual,Hatchback,Gurgaon,Haryana,532000.0
Hyundai,New Santro,2019.0,Petrol,15865.0,1,Manual,Hatchback,Pune,Maharashtra,473000.0
Honda,Jazz,2015.0,Petrol,45345.0,1,Manual,Hatchback,New Delhi,Delhi,484000.0
Maruti,Baleno,2020.0,Petrol,41730.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,589100.0
Tata,Nexon,2018.0,Diesel,56478.0,1,Manual,SUV,Ghaziabad,Uttar Pradesh,769000.0
Maruti,Ciaz,2019.0,Petrol,39599.0,1,Manual,Sedan,New Delhi,Delhi,882000.0
Maruti,Dzire,2021.0,Petrol,5385.0,2,Manual,Sedan,Chennai,Tamil Nadu,682400.0
Renault,Kwid,2021.0,Petrol,16973.0,1,Manual,Hatchback,Faridabad,Haryana,394200.0
Hyundai,Verna,2018.0,Petrol,49112.0,1,Manual,Sedan,Chennai,Tamil Nadu,949000.0
Maruti,Alto 800,2014.0,Petrol,25376.0,1,Manual,Hatchback,Patna,Bihar,235000.0
Tata,Tiago,2020.0,Petrol,44484.0,1,Manual,Hatchback,Bengaluru,Karnataka,655900.0
Hyundai,Elite I20,2020.0,Petrol,34973.0,1,Manual,Hatchback,Vadodara,Gujarat,785000.0
Maruti,Baleno,2018.0,Petrol,24747.0,1,Manual,Hatchback,Kolkata,West Bengal,518900.0
Hyundai,I10,2013.0,Petrol,81676.0,2,Manual,Hatchback,Chennai,Tamil Nadu,369000.0
Maruti,Alto 800,2019.0,Petrol,12203.0,1,Manual,Hatchback,Thane,Maharashtra,329400.0
Maruti,Brezza,2022.0,Petrol,9023.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,1362100.0
Maruti,Swift,2015.0,Diesel,92960.0,2,Manual,Hatchback,Electronic City,Karnataka,555000.0
Hyundai,I10,2012.0,Petrol,69922.0,1,Manual,Hatchback,Electronic City,Karnataka,356000.0
Maruti,Alto 800,2016.0,Petrol,29799.0,2,Manual,Hatchback,Surat,Gujarat,304000.0
Maruti,S Presso,2021.0,Petrol,65.0,1,Manual,Hatchback,Gurgaon,Haryana,487000.0
Toyota,Corolla Altis,2014.0,Petrol,65756.0,1,Automatic,Luxury Sedan,Pune,Maharashtra,1004000.0
Hyundai,New Santro,2019.0,Petrol,6335.0,1,Automatic,Hatchback,Mira Road,Maharashtra,572000.0
Renault,Kwid,2020.0,Petrol,24425.0,1,Automatic,Hatchback,Rajkot,Gujarat,488000.0
Mahindra,Kuv 100 Nxt,2020.0,Petrol,18626.0,1,Manual,SUV,Chennai,Tamil Nadu,669100.0
Hyundai,New I20,2021.0,Petrol,5225.0,1,Manual,Hatchback,Ahmedabad,Gujarat,857600.0
Hyundai,Grand I10,2019.0,Petrol,15996.0,2,Manual,Hatchback,Jaipur,Rajasthan,480299.0
Renault,Kiger,2021.0,Petrol,13774.0,1,Manual,SUV,Chennai,Tamil Nadu,988000.0
Maruti,Celerio,2018.0,Petrol,27234.0,1,Automatic,Hatchback,Kalyan,Maharashtra,472000.0
Toyota,Corolla Altis,2016.0,Petrol,80440.0,1,Manual,Luxury Sedan,Mumbai,Maharashtra,812900.0
Maruti,Celerio,2016.0,Petrol,38229.0,2,Automatic,Hatchback,Pune,Maharashtra,427800.0
Hyundai,Grand I10,2018.0,Petrol + Cng,52588.0,2,Manual,Hatchback,Pune,Maharashtra,520000.0
Maruti,Ciaz,2019.0,Petrol,60459.0,1,Manual,Sedan,Ahmedabad,Gujarat,744900.0
Maruti,New  Wagon-R,2019.0,Petrol,12935.0,1,Manual,Hatchback,Kolkata,West Bengal,445000.0
Kia,Seltos,2020.0,Diesel,41825.0,1,Automatic,SUV,Ambala City,Haryana,1364800.0
Ford,Freestyle,2018.0,Petrol,43394.0,2,Manual,Hatchback,Bangalore Central,Karnataka,571800.0
Toyota,Glanza,2021.0,Petrol,20314.0,1,Manual,Hatchback,Mumbai,Maharashtra,672400.0
Honda,City,2021.0,Petrol,7865.0,1,Manual,Sedan,Surat,Gujarat,1218700.0
Maruti,Alto 800,2016.0,Petrol,64420.0,1,Manual,Hatchback,Surat,Gujarat,297000.0
Maruti,Swift,2019.0,Petrol,71288.0,1,Manual,Hatchback,Chennai,Tamil Nadu,542200.0
Hyundai,Verna,2017.0,Petrol,41078.0,1,Manual,Sedan,Electronic City,Karnataka,906000.0
Maruti,New  Wagon-R,2019.0,Petrol + Cng,34594.0,1,Manual,Hatchback,Navi Mumbai,Maharashtra,595000.0
Maruti,S Presso,2020.0,Petrol,32621.0,1,Manual,Hatchback,Hyderabad,Telangana,446900.0
Ford,Ecosport,2019.0,Petrol,42796.0,1,Automatic,SUV,Bengaluru,Karnataka,1028100.0
Maruti,Baleno,2016.0,Petrol,45729.0,1,Manual,Hatchback,Delhi,Delhi,500800.0
Hyundai,New I20,2020.0,Petrol,18831.0,1,Manual,Hatchback,Bengaluru,Karnataka,1008000.0
Maruti,Alto K10,2018.0,Petrol,40510.0,1,Manual,Hatchback,New Delhi,Delhi,343000.0
Toyota,Urban Cruiser,2020.0,Petrol,22874.0,2,Manual,Hatchback,Hisar,Haryana,1100000.0
Ford,Ecosport,2017.0,Petrol,42663.0,1,Automatic,SUV,Pune,Maharashtra,779000.0
Maruti,Wagon R 1.0,2015.0,Petrol,55847.0,1,Manual,Hatchback,Pune,Maharashtra,383500.0
Hyundai,Grand I10 Nios,2020.0,Petrol,19575.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,597499.0
Maruti,New  Wagon-R,2020.0,Petrol,7292.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,550000.0
Honda,Brio,2019.0,Petrol,28546.0,2,Manual,Hatchback,Jaipur,Rajasthan,444400.0
Maruti,Baleno,2020.0,Petrol,11606.0,1,Manual,Hatchback,Ludhiana,Punjab,739400.0
Renault,Kwid,2021.0,Petrol,7325.0,2,Manual,Hatchback,Delhi,Delhi,446099.0
Honda,Jazz,2015.0,Petrol,84253.0,1,Manual,Hatchback,Hyderabad,Telangana,507200.0
Maruti,Wagon R 1.0,2012.0,Petrol,72370.0,1,Manual,Hatchback,Bengaluru,Karnataka,327900.0
Ford,Ecosport,2020.0,Petrol,49369.0,2,Manual,SUV,Chennai,Tamil Nadu,830000.0
Maruti,Wagon R 1.0,2012.0,Petrol,46417.0,2,Manual,Hatchback,Bengaluru,Karnataka,328000.0
Honda,Amaze,2018.0,Petrol,19223.0,1,Automatic,Sedan,Mumbai,Maharashtra,668500.0
Honda,Amaze,2014.0,Petrol,38079.0,1,Manual,Sedan,Mumbai,Maharashtra,474000.0
Maruti,Alto,2020.0,Petrol,8275.0,1,Manual,Hatchback,Gurgaon,Haryana,390000.0
Maruti,Swift,2017.0,Petrol,61306.0,1,Manual,Hatchback,Bengaluru,Karnataka,640000.0
Hyundai,Grand I10,2017.0,Petrol,98014.0,1,Manual,Hatchback,Hyderabad,Telangana,512000.0
Hyundai,Verna,2019.0,Petrol,36570.0,1,Manual,Sedan,Mumbai,Maharashtra,837900.0
Ford,Ecosport,2018.0,Petrol,65641.0,1,Manual,SUV,Hyderabad,Telangana,761400.0
Tata,Nexon,2019.0,Petrol,18192.0,2,Automatic,SUV,Bangalore K R Puram,Karnataka,958100.0
Maruti,Celerio,2019.0,Petrol,25924.0,1,Manual,Hatchback,Gurgaon,Haryana,472000.0
Maruti,New  Wagon-R,2021.0,Petrol + Cng,19921.0,1,Manual,Hatchback,Pune,Maharashtra,652000.0
Jeep,Compass,2019.0,Petrol,30596.0,1,Automatic,Luxury SUV,Aurangabad,Maharashtra,1364800.0
Kia,Sonet,2020.0,Petrol,24319.0,1,Manual,Hatchback,Bengaluru,Karnataka,1069400.0
Hyundai,Verna,2018.0,Petrol,21302.0,2,Manual,Sedan,Chennai,Tamil Nadu,949000.0
Maruti,Swift,2018.0,Petrol,24042.0,2,Manual,Hatchback,Chennai,Tamil Nadu,531400.0
Hyundai,Creta,2018.0,Petrol,26571.0,2,Automatic,SUV,Chennai,Tamil Nadu,1221200.0
Maruti,Wagon R 1.0,2018.0,Petrol + Cng,68145.0,1,Manual,Hatchback,Mumbai,Maharashtra,487000.0
Maruti,Alto 800,2016.0,Petrol,59781.0,2,Manual,Hatchback,Chennai,Tamil Nadu,265700.0
Tata,Harrier,2019.0,Diesel,50011.0,1,Manual,SUV,Mumbai,Maharashtra,1350600.0
Maruti,New  Wagon-R,2021.0,Petrol,25031.0,1,Manual,Hatchback,Gurgaon,Haryana,525000.0
Toyota,Yaris,2021.0,Petrol,16646.0,1,Automatic,Sedan,Chennai,Tamil Nadu,970100.0
Maruti,S Presso,2020.0,Petrol,29315.0,1,Automatic,Hatchback,Gandhi Nagar,Gujarat,482000.0
Maruti,Wagon R 1.0,2014.0,Petrol,46987.0,2,Manual,Hatchback,Bangalore South,Karnataka,334800.0
Maruti,Baleno,2017.0,Petrol,27869.0,2,Manual,Hatchback,Chennai,Tamil Nadu,566300.0
Renault,Kwid,2021.0,Petrol,36904.0,1,Manual,Hatchback,Sangli,Maharashtra,474000.0
Honda,City,2018.0,Petrol,67328.0,1,Manual,Sedan,Ahmedabad East,Gujarat,691400.0
Hyundai,Grand I10 Nios,2022.0,Petrol,1173.0,1,Manual,Hatchback,Chennai,Tamil Nadu,824200.0
Maruti,Alto K10,2016.0,Petrol,14879.0,1,Automatic,Hatchback,Chennai,Tamil Nadu,415000.0
Hyundai,Creta,2016.0,Petrol,52905.0,1,Manual,SUV,Mumbai,Maharashtra,815600.0
Maruti,Alto,2021.0,Petrol,5716.0,2,Manual,Hatchback,Ahmedabad,Gujarat,375800.0
Maruti,Alto K10,2018.0,Petrol,19109.0,2,Manual,Hatchback,Hyderabad,Telangana,335500.0
Tata,Altroz,2020.0,Petrol,14774.0,1,Manual,Hatchback,Aurangabad,Maharashtra,817300.0
Renault,Duster,2021.0,Petrol,10238.0,1,Automatic,SUV,Rewari,Haryana,1364800.0
Hyundai,Grand I10,2018.0,Petrol,27144.0,1,Automatic,Hatchback,Chennai,Tamil Nadu,573000.0
Ford,Ecosport,2019.0,Petrol,13713.0,1,Automatic,SUV,Pune,Maharashtra,1001000.0
Maruti,New  Wagon-R,2020.0,Petrol,12899.0,1,Manual,Hatchback,Jaipur,Rajasthan,548200.0
Honda,City,2015.0,Petrol,36402.0,2,Manual,Sedan,Mumbai,Maharashtra,649000.0
Hyundai,Verna,2019.0,Petrol,27105.0,1,Automatic,Sedan,Mumbai,Maharashtra,967700.0
Maruti,Alto,2021.0,Petrol,11574.0,1,Manual,Hatchback,Hyderabad,Telangana,370000.0
Maruti,Alto,2021.0,Petrol,52067.0,1,Manual,Hatchback,Hyderabad,Telangana,390000.0
Maruti,Baleno,2020.0,Petrol,10914.0,1,Manual,Hatchback,Gurgaon,Haryana,638000.0
Kia,Sonet,2021.0,Petrol,11923.0,1,Manual,Hatchback,Ludhiana,Punjab,1044300.0
Maruti,Ignis,2018.0,Petrol,50507.0,2,Manual,Hatchback,Bhopal,Madhya Pradesh,410599.0
Maruti,Celerio,2018.0,Petrol + Cng,71961.0,1,Manual,Hatchback,Pune,Maharashtra,514000.0
Ford,Ecosport,2014.0,Petrol,75658.0,1,Manual,SUV,Kolkata,West Bengal,517800.0
Renault,Kiger,2022.0,Petrol,5542.0,1,Manual,Hatchback,Bengaluru,Karnataka,944800.0
Maruti,Wagon R 1.0,2013.0,Petrol,94846.0,2,Manual,Hatchback,Pune,Maharashtra,314000.0
Maruti,Brezza,2022.0,Petrol,9734.0,1,Manual,Hatchback,Chennai,Tamil Nadu,1234100.0
Maruti,Celerio,2017.0,Petrol,34251.0,1,Manual,Hatchback,Mumbai,Maharashtra,461000.0
