make,model,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,registrationcity,registrationstate,Selling_Price
Renault,Kwid,2020.0,Petrol,34671.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,349000.0
Hyundai,I10,2011.0,Petrol,80045.0,1,Manual,Hatchback,Hyderabad,Telangana,283800.0
Maruti,Alto 800,2019.0,Petrol + Cng,58376.0,1,Manual,Hatchback,Gurgaon,Haryana,316200.0
Volkswagen,Vento,2015.0,Petrol,29442.0,1,Automatic,Sedan,Thane,Maharashtra,649000.0
Maruti,Baleno,2021.0,Petrol,9981.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,603500.0
Maruti,Vitara Brezza,2018.0,Diesel,57743.0,1,Manual,SUV,Panvel,Maharashtra,813000.0
Maruti,Swift,2011.0,Diesel,90834.0,2,Manual,Hatchback,Electronic City,Karnataka,365000.0
Ford,Figo Aspire,2018.0,Petrol + Cng,74534.0,1,Manual,Sedan,Gurgaon,Haryana,563000.0
Maruti,Swift Dzire,2015.0,Petrol,22020.0,1,Manual,Sedan,Mumbai,Maharashtra,508000.0
Hyundai,Grand I10,2014.0,Diesel,89509.0,1,Manual,Hatchback,Rajkot,Gujarat,333399.0
Maruti,Wagon R 1.0,2018.0,Petrol,57943.0,1,Automatic,Hatchback,Chennai,Tamil Nadu,510499.0
Maruti,Baleno,2019.0,Petrol,75443.0,1,Automatic,Hatchback,Bengaluru,Karnataka,635400.0
Hyundai,Eon,2011.0,Petrol,86805.0,1,Manual,Hatchback,Barasat,West Bengal,135699.0
Hyundai,Elite I20,2017.0,Diesel,70734.0,1,Manual,Hatchback,Bengaluru,Karnataka,646300.0
Hyundai,I10,2011.0,Petrol + Cng,73166.0,3,Manual,Hatchback,Ahmedabad,Gujarat,268600.0
Jeep,Compass,2017.0,Diesel,50875.0,1,Manual,Luxury SUV,Mumbai Atc,Maharashtra,975100.0
Tata,Hexa,2018.0,Diesel,59081.0,2,Automatic,SUV,Bengaluru,Karnataka,1228200.0
Renault,Kiger,2021.0,Petrol,4909.0,1,Manual,Hatchback,Gandhi Nagar,Gujarat,708800.0
Hyundai,Elite I20,2018.0,Petrol,35055.0,2,Manual,Hatchback,New Delhi,Delhi,569000.0
Maruti,Celerio,2017.0,Petrol + Cng,46574.0,1,Manual,Hatchback,Delhi,Delhi,444000.0
Renault,Kwid,2019.0,Petrol,9475.0,1,Manual,Hatchback,Patna,Bihar,366000.0
Honda,Brio,2012.0,Petrol,23723.0,1,Manual,Hatchback,Surat,Gujarat,330999.0
Hyundai,Creta,2018.0,Petrol,33199.0,1,Automatic,SUV,Gurgaon,Haryana,1101599.0
Hyundai,Verna,2019.0,Diesel,87829.0,2,Manual,Sedan,Ahmedabad East,Gujarat,840199.0
Maruti,Wagon R 1.0,2018.0,Petrol,18933.0,1,Manual,Hatchback,Delhi,Delhi,393500.0
Honda,City,2020.0,Petrol,62834.0,1,Automatic,Sedan,Ahmedabad,Gujarat,1063800.0
Hyundai,I20,2014.0,Diesel,63627.0,2,Manual,Hatchback,Kolkata,West Bengal,352000.0
Renault,Triber,2020.0,Petrol,13066.0,2,Automatic,SUV,Chennai,Tamil Nadu,605400.0
Maruti,Swift,2012.0,Petrol,90017.0,1,Manual,Hatchback,Pune,Maharashtra,359000.0
Maruti,Swift Dzire,2011.0,Petrol,93713.0,1,Manual,Sedan,Delhi,Delhi,210000.0
Maruti,Vitara Brezza,2020.0,Diesel,30211.0,1,Automatic,SUV,Delhi,Delhi,908000.0
Maruti,Baleno,2019.0,Diesel,80155.0,2,Manual,Hatchback,Hyderabad,Telangana,691600.0
Tata,Harrier,2019.0,Diesel,49651.0,1,Manual,SUV,Mumbai,Maharashtra,1105800.0
Kia,Seltos,2021.0,Petrol,4915.0,1,Manual,SUV,Patna,Bihar,1111000.0
Renault,Kwid,2018.0,Petrol,43135.0,2,Manual,Hatchback,Bhopal,Madhya Pradesh,361000.0
Hyundai,Elite I20,2015.0,Petrol,57583.0,1,Manual,Hatchback,Chennai,Tamil Nadu,501300.0
Hyundai,Verna,2021.0,Diesel,50940.0,1,Manual,Sedan,Rajkot,Gujarat,1187500.0
Hyundai,Verna,2020.0,Diesel,34784.0,1,Manual,Sedan,Chandigarh,Chandigarh,1043700.0
Maruti,Dzire,2019.0,Petrol,71260.0,1,Manual,Sedan,Lucknow,Uttar Pradesh,563699.0
Maruti,Swift,2017.0,Petrol,13125.0,1,Manual,Hatchback,Delhi,Delhi,483000.0
Hyundai,Elite I20,2015.0,Petrol,42975.0,1,Manual,Hatchback,Delhi,Delhi,527900.0
Hyundai,Elite I20,2018.0,Petrol,32789.0,1,Manual,Hatchback,Chennai,Tamil Nadu,606000.0
Mg,Hector,2019.0,Petrol,12635.0,1,Automatic,SUV,Noida,Uttar Pradesh,1364800.0
Tata,Nexon,2018.0,Diesel,75679.0,1,Manual,SUV,Sonepat,Haryana,668800.0
Renault,Kwid,2018.0,Petrol,65561.0,2,Manual,Hatchback,Rewari,Haryana,305399.0
Honda,Civic,2019.0,Petrol,9904.0,1,Automatic,Sedan,Kolkata,West Bengal,1364800.0
Mahindra,Kuv100,2017.0,Petrol,55417.0,1,Manual,SUV,Chennai,Tamil Nadu,395000.0
Maruti,Ertiga,2016.0,Petrol + Cng,56638.0,2,Manual,SUV,Mumbai,Maharashtra,762000.0
Volkswagen,Polo,2021.0,Petrol,49130.0,1,Automatic,Hatchback,New Delhi,Delhi,889000.0
Renault,Duster,2016.0,Diesel,71163.0,1,Manual,SUV,Delhi,Delhi,547000.0
Maruti,Wagon R Stingray,2013.0,Petrol,60664.0,3,Manual,Hatchback,Ulhasnagar,Maharashtra,323300.0
Volkswagen,Ameo,2016.0,Petrol,59361.0,1,Manual,Sedan,Kanpur,Uttar Pradesh,495000.0
Fiat,Urban Cross,2017.0,Diesel,35933.0,1,Manual,Hatchback,Chennai,Tamil Nadu,463200.0
Jeep,Compass,2017.0,Diesel,28835.0,1,Manual,Luxury SUV,Panvel,Maharashtra,1016100.0
Tata,Nexon,2017.0,Petrol,44993.0,1,Manual,SUV,Chennai West,Tamil Nadu,732699.0
Maruti,Ignis,2018.0,Petrol,12104.0,1,Manual,Hatchback,Kolkata,West Bengal,397500.0
Hyundai,Creta,2020.0,Petrol,11479.0,1,Manual,SUV,Gurgaon,Haryana,1364800.0
Hyundai,Creta,2017.0,Petrol,46686.0,1,Manual,SUV,Mumbai West,Maharashtra,683300.0
Maruti,Ciaz,2016.0,Diesel,42265.0,2,Manual,Sedan,Mumbai,Maharashtra,644700.0
Maruti,Vitara Brezza,2019.0,Diesel,20198.0,1,Manual,SUV,Kalyan,Maharashtra,1009000.0
Volkswagen,Ameo,2016.0,Petrol,21548.0,1,Manual,Sedan,Thane,Maharashtra,481000.0
Hyundai,Grand I10,2018.0,Petrol,30844.0,1,Manual,Hatchback,Faridabad,Haryana,403200.0
Hyundai,Elite I20,2017.0,Petrol,50436.0,2,Manual,Hatchback,Delhi,Delhi,593400.0
Ford,Ecosport,2018.0,Diesel,74204.0,1,Manual,SUV,Faridabad,Haryana,652600.0
Mahindra,Kuv100,2016.0,Diesel,44878.0,1,Manual,SUV,Mumbai,Maharashtra,448300.0
Honda,Brio,2012.0,Petrol,34456.0,2,Manual,Hatchback,Mumbai,Maharashtra,256200.0
Hyundai,I20,2013.0,Diesel,88723.0,1,Manual,Hatchback,Chandigarh,Chandigarh,381800.0
Hyundai,Elite I20,2020.0,Petrol,58971.0,1,Manual,Hatchback,Kadapa,Andhra Pradesh,754000.0
Maruti,Celerio,2014.0,Petrol,89725.0,2,Manual,Hatchback,Mumbai,Maharashtra,290100.0
Maruti,Wagon R 1.0,2017.0,Petrol,29128.0,1,Manual,Hatchback,Valsad,Gujarat,324300.0
Maruti,Vitara Brezza,2019.0,Diesel,20880.0,1,Manual,SUV,Mumbai East,Maharashtra,880300.0
Maruti,New  Wagon-R,2019.0,Petrol,24316.0,1,Manual,Hatchback,Mumbai,Maharashtra,403600.0
Maruti,S Presso,2020.0,Petrol,30693.0,1,Manual,Hatchback,New Delhi,Delhi,418299.0
Maruti,Swift,2013.0,Diesel,69201.0,2,Manual,Hatchback,Bengaluru,Karnataka,416101.0
Toyota,Etios Liva,2013.0,Petrol,64652.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,330000.0
Honda,Amaze,2022.0,Petrol,5877.0,1,Manual,Sedan,Khanna,Punjab,711000.0
Maruti,Swift,2013.0,Diesel,52458.0,1,Manual,Hatchback,Bengaluru,Karnataka,506701.0
Honda,City,2011.0,Petrol,59849.0,2,Manual,Sedan,Kothamangalam,Kerala,387900.0
Maruti,Baleno,2016.0,Petrol,18856.0,1,Manual,Hatchback,Gurgaon,Haryana,443699.0
Hyundai,Elite I20,2018.0,Petrol,90874.0,1,Manual,Hatchback,Dombivali,Maharashtra,433300.0
Renault,Kwid,2017.0,Petrol,39189.0,1,Automatic,Hatchback,New Delhi,Delhi,388399.0
Maruti,Swift,2012.0,Petrol,85589.0,1,Manual,Hatchback,Bengaluru,Karnataka,447000.0
Hyundai,Creta,2018.0,Petrol,64849.0,1,Manual,SUV,New Delhi,Delhi,879000.0
Volkswagen,Polo,2018.0,Petrol,57633.0,1,Manual,Hatchback,Bhopal,Madhya Pradesh,494200.0
Hyundai,Verna,2013.0,Petrol,49389.0,1,Manual,Sedan,New Delhi,Delhi,510000.0
Hyundai,Verna,2013.0,Petrol,84136.0,2,Manual,Sedan,New Delhi,Delhi,388900.0
Maruti,Celerio,2020.0,Petrol,12892.0,1,Manual,Hatchback,Gurgaon,Haryana,469800.0
Maruti,Ciaz,2017.0,Diesel,72919.0,1,Manual,Sedan,Nagpur,Maharashtra,837000.0
Hyundai,Grand I10,2017.0,Petrol,32606.0,1,Manual,Hatchback,Rajkot,Gujarat,474000.0
Hyundai,I10,2010.0,Petrol,47304.0,1,Manual,Hatchback,Delhi,Delhi,179100.0
Maruti,New  Wagon-R,2020.0,Petrol,76564.0,1,Manual,Hatchback,Pune,Maharashtra,473800.0
Maruti,Wagon R 1.0,2016.0,Petrol,41218.0,1,Manual,Hatchback,Dombivali,Maharashtra,390000.0
Maruti,Swift,2020.0,Petrol,33302.0,2,Manual,Hatchback,Rajkot,Gujarat,624800.0
Honda,City,2015.0,Petrol,46875.0,1,Automatic,Sedan,Pune,Maharashtra,675900.0
Hyundai,Grand I10,2016.0,Petrol,11744.0,2,Manual,Hatchback,Kurnool,Andhra Pradesh,403400.0
Hyundai,Elite I20,2015.0,Petrol,55844.0,2,Manual,Hatchback,Ambala,Haryana,464000.0
Hyundai,Grand I10,2014.0,Petrol,49496.0,2,Manual,Hatchback,Mysore,Karnataka,434300.0
Hyundai,Creta,2018.0,Diesel,39372.0,1,Automatic,SUV,Gurgaon,Haryana,1179799.0
Toyota,Etios Liva,2013.0,Petrol,84988.0,1,Manual,Hatchback,Thane,Maharashtra,285800.0
Maruti,Swift,2021.0,Petrol,10263.0,1,Manual,Hatchback,Bangalore Central,Karnataka,752500.0
Maruti,New  Wagon-R,2019.0,Petrol + Cng,48056.0,1,Manual,Hatchback,New Delhi,Delhi,551000.0
Hyundai,Elite I20,2018.0,Diesel,26710.0,1,Manual,Hatchback,New Delhi,Delhi,754000.0
Renault,Triber,2021.0,Petrol,13365.0,1,Manual,SUV,Kalyan,Maharashtra,619000.0
Maruti,Swift,2021.0,Petrol,20624.0,1,Manual,Hatchback,Indore,Madhya Pradesh,731400.0
Tata,Hexa,2017.0,Diesel,61838.0,1,Manual,SUV,Chennai,Tamil Nadu,964000.0
Maruti,Alto,2012.0,Petrol,71273.0,1,Manual,Hatchback,Delhi,Delhi,186700.0
Skoda,Slavia,2022.0,Petrol,11932.0,1,Manual,Hatchback,Sonipat,Haryana,1336300.0
Maruti,Dzire,2019.0,Petrol,21172.0,1,Manual,Sedan,Patna,Bihar,666900.0
Tata,Tigor,2018.0,Petrol,29033.0,2,Automatic,Sedan,Gurgaon,Haryana,548000.0
Hyundai,Elite I20,2017.0,Petrol + Cng,60357.0,2,Manual,Hatchback,Surat,Gujarat,620000.0
Maruti,Swift Dzire,2015.0,Petrol,10155.0,1,Manual,Sedan,Panvel,Maharashtra,526000.0
Ford,Ecosport,2018.0,Diesel,49669.0,1,Manual,SUV,Ahmedabad,Gujarat,780099.0
Hyundai,New Elantra,2016.0,Diesel,58093.0,1,Automatic,Luxury Sedan,Kalyan,Maharashtra,839900.0
Maruti,Vitara Brezza,2020.0,Petrol,14630.0,1,Manual,Hatchback,Bengaluru,Karnataka,1132500.0
Hyundai,Elite I20,2016.0,Petrol,46104.0,3,Manual,Hatchback,Hyderabad,Telangana,578000.0
Hyundai,Verna,2015.0,Diesel,73409.0,1,Manual,Sedan,Chennai,Tamil Nadu,638000.0
Hyundai,Creta,2018.0,Diesel,41849.0,1,Manual,SUV,Delhi,Delhi,865200.0
Honda,Amaze,2019.0,Petrol,33665.0,1,Manual,Sedan,Nagpur,Maharashtra,586200.0
Maruti,Dzire,2017.0,Petrol,35068.0,1,Automatic,Sedan,Pune,Maharashtra,664099.0
Hyundai,Aura,2020.0,Petrol + Cng,52046.0,1,Manual,Sedan,Ludhiana,Punjab,656200.0
Maruti,Baleno,2016.0,Petrol,93517.0,2,Manual,Hatchback,Patna,Bihar,495000.0
Ford,Ecosport,2021.0,Diesel,23471.0,1,Manual,SUV,Noida,Uttar Pradesh,1001101.0
Maruti,Baleno,2019.0,Petrol + Cng,63461.0,1,Manual,Hatchback,Noida,Uttar Pradesh,635299.0
Volkswagen,Polo,2015.0,Petrol,92711.0,2,Manual,Hatchback,Puttur,Karnataka,565000.0
Honda,Br-V,2018.0,Diesel,38362.0,1,Manual,SUV,Faridabad,Haryana,933000.0
Ford,Ecosport,2018.0,Petrol,39260.0,1,Automatic,SUV,Nagpur,Maharashtra,635100.0
Maruti,Ignis,2018.0,Petrol,34337.0,1,Manual,Hatchback,Mathura,Uttar Pradesh,413600.0
Maruti,Swift Dzire,2012.0,Diesel,100111.0,1,Manual,Sedan,Hyderabad,Telangana,435700.0
Toyota,Etios Liva,2016.0,Petrol,36420.0,1,Manual,Hatchback,Navi Mumbai,Maharashtra,503000.0
Ford,Ecosport,2015.0,Petrol,25213.0,1,Manual,SUV,Chennai,Tamil Nadu,552000.0
Tata,Altroz,2020.0,Petrol,15367.0,1,Manual,Hatchback,Bhuj,Gujarat,598000.0
Maruti,Swift,2014.0,Diesel,95154.0,2,Manual,Hatchback,Mumbai,Maharashtra,387100.0
Maruti,Swift,2014.0,Petrol,43673.0,1,Manual,Hatchback,Hyderabad,Telangana,494500.0
Maruti,Wagon R 1.0,2015.0,Petrol,32679.0,1,Manual,Hatchback,Delhi,Delhi,350000.0
Ford,Ecosport,2018.0,Diesel,56300.0,1,Manual,SUV,New Delhi,Delhi,672600.0
Maruti,Swift,2015.0,Petrol,46000.0,1,Manual,Hatchback,Delhi,Delhi,415599.0
Maruti,Swift,2020.0,Petrol,12355.0,1,Manual,Hatchback,Chennai,Tamil Nadu,591899.0
Hyundai,Santro Xing,2010.0,Petrol,46556.0,2,Manual,Hatchback,Kolkata,West Bengal,131499.0
Hyundai,Verna,2013.0,Petrol,60847.0,2,Automatic,Sedan,Delhi,Delhi,434700.0
Maruti,Dzire,2020.0,Petrol,15847.0,1,Manual,Sedan,Jhajjar,Haryana,685000.0
Ford,Ecosport,2017.0,Petrol,51634.0,1,Manual,SUV,Delhi,Delhi,565000.0
Renault,Duster,2017.0,Diesel,96138.0,1,Manual,SUV,Faridabad,Haryana,628400.0
Hyundai,Venue,2020.0,Petrol,45720.0,1,Manual,SUV,Ahmedabad,Gujarat,752500.0
Maruti,Baleno,2018.0,Petrol,19641.0,1,Manual,Hatchback,Mumbai,Maharashtra,551000.0
Maruti,Wagon R 1.0,2014.0,Petrol,25616.0,1,Manual,Hatchback,Bhopal,Madhya Pradesh,353000.0
Maruti,Wagon R 1.0,2018.0,Petrol + Cng,84046.0,1,Manual,Hatchback,Noida,Uttar Pradesh,474000.0
Hyundai,Elite I20,2017.0,Petrol,43773.0,2,Manual,Hatchback,Mehsana,Gujarat,494000.0
Maruti,Baleno,2018.0,Diesel,36179.0,1,Manual,Hatchback,Thane,Maharashtra,668300.0
Honda,Amaze,2019.0,Petrol + Cng,44868.0,3,Manual,Sedan,Palanpur,Gujarat,630900.0
Maruti,Vitara Brezza,2018.0,Diesel,40579.0,2,Manual,SUV,New Delhi,Delhi,716799.0
Hyundai,Elite I20,2017.0,Petrol,18273.0,1,Manual,Hatchback,New Delhi,Delhi,695000.0
Hyundai,Creta,2016.0,Petrol,76840.0,3,Manual,SUV,Goutam  Budd  Nagar,Uttar Pradesh,753000.0
Honda,Amaze,2018.0,Petrol,14533.0,1,Automatic,Sedan,Mumbai,Maharashtra,589099.0
Mg,Hector,2019.0,Diesel,53019.0,2,Manual,SUV,Gurgaon,Haryana,1095850.0
Maruti,Baleno,2019.0,Petrol,31936.0,2,Manual,Hatchback,Gurgaon,Haryana,513800.0
Maruti,Dzire,2018.0,Diesel,42351.0,2,Automatic,Sedan,Hyderabad,Telangana,779000.0
Maruti,Baleno,2015.0,Petrol,69719.0,1,Manual,Hatchback,Delhi,Delhi,426500.0
Maruti,Xl6,2019.0,Petrol,57372.0,1,Manual,SUV,Faridabad,Haryana,820100.0
Datsun,Redi Go,2018.0,Petrol,64833.0,2,Automatic,Hatchback,Kalyan,Maharashtra,283000.0
Maruti,Vitara Brezza,2018.0,Diesel,57031.0,1,Automatic,SUV,Mumbai,Maharashtra,844000.0
Hyundai,Creta,2016.0,Petrol,83706.0,2,Manual,SUV,Mysore,Karnataka,765000.0
Mahindra,Scorpio,2014.0,Diesel,79924.0,2,Manual,SUV,Bengaluru,Karnataka,973000.0
Kia,Seltos,2020.0,Diesel,19378.0,1,Manual,SUV,Pune,Maharashtra,1330200.0
Maruti,Baleno,2020.0,Petrol,6119.0,1,Automatic,Hatchback,Kolkata,West Bengal,698800.0
Maruti,New  Wagon-R,2019.0,Petrol + Cng,26999.0,3,Manual,Hatchback,Delhi,Delhi,497100.0
Renault,Kwid,2016.0,Petrol,36375.0,2,Manual,Hatchback,Chennai,Tamil Nadu,317500.0
Jeep,Compass,2019.0,Diesel,90366.0,1,Manual,Luxury SUV,Shimoga,Karnataka,1157000.0
Mahindra,Bolero,2018.0,Diesel,21743.0,1,Manual,SUV,Chennai,Tamil Nadu,811000.0
Hyundai,Grand I10,2018.0,Petrol,62638.0,1,Manual,Hatchback,Delhi,Delhi,400200.0
Hyundai,Grand I10,2017.0,Petrol + Cng,74108.0,1,Manual,Hatchback,Ahmedabad East,Gujarat,505000.0
Maruti,S Cross,2022.0,Petrol,1650.0,1,Manual,SUV,New Delhi,Delhi,898800.0
Hyundai,Grand I10,2015.0,Petrol,84637.0,1,Manual,Hatchback,Gurgaon,Haryana,383900.0
Volkswagen,Polo,2015.0,Diesel,90513.0,1,Manual,Hatchback,Chennai,Tamil Nadu,497000.0
Hyundai,Tucson New,2017.0,Petrol,31376.0,1,Automatic,Luxury SUV,Mumbai East,Maharashtra,1251800.0
Hyundai,I10,2016.0,Petrol,40848.0,2,Manual,Hatchback,Rohtak,Haryana,340000.0
Maruti,Swift,2022.0,Petrol,7638.0,1,Manual,Hatchback,New Delhi,Delhi,679700.0
Datsun,Redi Go,2017.0,Petrol,53343.0,1,Manual,Hatchback,Kolllam,Kerala,234500.0
Volkswagen,Polo,2020.0,Petrol + Cng,46697.0,1,Manual,Hatchback,Thane,Maharashtra,488000.0
Hyundai,Xcent,2018.0,Petrol + Cng,81353.0,1,Manual,Sedan,Amreli,Gujarat,552000.0
Hyundai,Elite I20,2015.0,Petrol,46921.0,1,Manual,Hatchback,Kalyan,Maharashtra,565000.0
Tata,Tiago,2018.0,Petrol,45107.0,1,Manual,Hatchback,Bengaluru,Karnataka,440700.0
Maruti,S Presso,2020.0,Petrol,35454.0,1,Manual,Hatchback,Vadodara,Gujarat,371100.0
Ford,Ecosport,2018.0,Petrol,25045.0,1,Manual,SUV,Lucknow,Uttar Pradesh,796000.0
Hyundai,Elite I20,2014.0,Petrol,62358.0,1,Manual,Hatchback,Kolkata,West Bengal,393300.0
Maruti,Celerio,2014.0,Petrol,91204.0,1,Manual,Hatchback,Mangalore,Karnataka,371000.0
Nissan,Magnite,2021.0,Petrol,10915.0,1,Manual,Hatchback,Delhi,Delhi,770400.0
Maruti,Vitara Brezza,2020.0,Petrol,26130.0,1,Manual,SUV,Faridabad,Haryana,871099.0
Maruti,Baleno,2021.0,Petrol,12919.0,1,Manual,Hatchback,Mira Road,Maharashtra,661000.0
Maruti,Brezza,2022.0,Petrol,4752.0,1,Manual,Hatchback,Delhi,Delhi,1015199.0
Tata,Nexon,2021.0,Petrol,14460.0,1,Manual,SUV,Hyderabad,Telangana,921300.0
Maruti,Swift Dzire,2015.0,Petrol,10271.0,1,Manual,Sedan,Mumbai West,Maharashtra,518000.0
Toyota,Yaris,2020.0,Petrol,45304.0,1,Manual,Sedan,Lucknow,Uttar Pradesh,694000.0
Maruti,Swift,2021.0,Petrol,82666.0,1,Manual,Hatchback,Hyderabad,Telangana,624800.0
Honda,Wr-V,2018.0,Petrol,70719.0,1,Manual,SUV,Indore,Madhya Pradesh,602300.0
Tata,Harrier,2019.0,Diesel,63552.0,1,Manual,SUV,Jalandhar,Punjab,1219000.0
Maruti,Swift,2019.0,Petrol,24415.0,1,Manual,Hatchback,New Delhi,Delhi,519600.0
Volkswagen,Polo,2019.0,Petrol,11718.0,1,Manual,Hatchback,Thane,Maharashtra,625600.0
Maruti,Alto,2021.0,Petrol,7441.0,1,Manual,Hatchback,Gonda,Uttar Pradesh,303000.0
Hyundai,New Santro,2019.0,Petrol,45693.0,1,Manual,Hatchback,Kolkata,West Bengal,258200.0
Maruti,Swift,2020.0,Petrol,56150.0,2,Manual,Hatchback,Vuyyuru,Andhra Pradesh,596900.0
Mahindra,Xuv500,2018.0,Diesel,88895.0,1,Manual,SUV,Bhopal,Madhya Pradesh,1364800.0
Mg,Hector,2021.0,Petrol,7297.0,1,Manual,SUV,Jaipur,Rajasthan,1364800.0
Honda,Amaze,2013.0,Petrol,89643.0,1,Manual,Sedan,Navi Mumbai,Maharashtra,330100.0
Maruti,Wagon R 1.0,2014.0,Petrol,32779.0,1,Manual,Hatchback,Delhi,Delhi,318000.0
Maruti,Alto 800,2017.0,Petrol,23819.0,1,Manual,Hatchback,Gondia,Maharashtra,302000.0
Mahindra,Marazzo,2019.0,Diesel,17733.0,1,Manual,SUV,Mumbai,Maharashtra,1022000.0
Maruti,Baleno,2017.0,Petrol,8167.0,1,Manual,Hatchback,Mumbai,Maharashtra,544100.0
Renault,Kwid,2016.0,Petrol,42120.0,1,Manual,Hatchback,Chennai,Tamil Nadu,313000.0
Hyundai,I10,2013.0,Petrol,49166.0,3,Manual,Hatchback,New Delhi,Delhi,239000.0
Hyundai,Verna,2019.0,Diesel,90381.0,1,Manual,Sedan,Noida,Uttar Pradesh,941000.0
Maruti,Alto 800,2018.0,Petrol,18746.0,1,Manual,Hatchback,Delhi,Delhi,328000.0
Datsun,Go,2014.0,Petrol,28064.0,2,Manual,Hatchback,Tamluk,West Bengal,210099.0
Hyundai,Creta,2019.0,Petrol,26297.0,2,Automatic,SUV,Gurgaon,Haryana,1220899.0
Maruti,Alto 800,2014.0,Petrol,19778.0,1,Manual,Hatchback,Bengaluru,Karnataka,289000.0
Hyundai,Eon,2016.0,Petrol,59316.0,1,Manual,Hatchback,Udupi,Karnataka,307000.0
Kia,Carens,2022.0,Petrol,1574.0,1,Manual,Hatchback,Nerul,Maharashtra,1364800.0
Maruti,Ertiga,2017.0,Diesel,54004.0,1,Manual,SUV,Mumbai,Maharashtra,928000.0
Maruti,Eeco,2020.0,Petrol + Cng,50070.0,1,Manual,SUV,Pune,Maharashtra,580000.0
Hyundai,Verna,2014.0,Petrol,70528.0,2,Manual,Sedan,Delhi,Delhi,432599.0
Hyundai,Elite I20,2016.0,Petrol,51411.0,1,Manual,Hatchback,Nagpur,Maharashtra,537000.0
Renault,Duster,2022.0,Petrol,7069.0,1,Manual,SUV,Gurgaon,Haryana,1202800.0
Hyundai,Creta,2016.0,Petrol,57240.0,1,Manual,SUV,Kolkata,West Bengal,654000.0
Hyundai,Elite I20,2015.0,Diesel,95808.0,3,Manual,Hatchback,Nagpur,Maharashtra,546000.0
Maruti,Alto 800,2015.0,Petrol,58017.0,1,Manual,Hatchback,Bhiwani,Haryana,238100.0
Maruti,Ignis,2017.0,Petrol,42927.0,1,Manual,Hatchback,Lucknow,Uttar Pradesh,349900.0
Hyundai,Grand I10,2017.0,Diesel,71572.0,2,Manual,Hatchback,Jaipur,Rajasthan,474399.0
Volkswagen,Polo,2015.0,Diesel,79802.0,1,Manual,Hatchback,Pune,Maharashtra,630399.0
Maruti,Baleno,2016.0,Petrol,28396.0,2,Manual,Hatchback,New Delhi,Delhi,445900.0
Honda,Jazz,2018.0,Petrol,40615.0,1,Automatic,Hatchback,Gurgaon,Haryana,610700.0
Maruti,Swift,2019.0,Petrol,61909.0,1,Manual,Hatchback,Kolkata,West Bengal,410700.0
Hyundai,Grand I10,2015.0,Petrol,38023.0,3,Manual,Hatchback,Patna,Bihar,326899.0
Toyota,Urban Cruiser,2022.0,Petrol,4229.0,1,Manual,Hatchback,Ghaziabad,Uttar Pradesh,926000.0
Jeep,Compass,2020.0,Diesel,22689.0,1,Manual,Luxury SUV,Lucknow,Uttar Pradesh,1364800.0
Hyundai,I10,2014.0,Petrol,32716.0,2,Manual,Hatchback,Jaipur,Rajasthan,306000.0
Maruti,Swift,2015.0,Petrol,53476.0,1,Manual,Hatchback,Pune,Maharashtra,454000.0
Honda,Civic,2019.0,Petrol,21407.0,1,Automatic,Sedan,Chandigarh,Chandigarh,1322200.0
Tata,Tiago,2017.0,Petrol,43451.0,1,Manual,Hatchback,Chandigarh,Chandigarh,414000.0
Maruti,Swift Dzire,2014.0,Petrol,50591.0,1,Manual,Sedan,Panvel,Maharashtra,432000.0
Mahindra,Tuv300,2018.0,Diesel,57813.0,2,Automatic,SUV,Palghar,Maharashtra,493799.0
Toyota,Corolla Altis,2013.0,Petrol,60387.0,1,Manual,Luxury Sedan,Kolkata,West Bengal,400000.0
Skoda,Rapid,2016.0,Petrol,58224.0,1,Manual,Sedan,Chennai,Tamil Nadu,642000.0
Renault,Kwid,2019.0,Petrol,21521.0,1,Manual,Hatchback,Jaipur,Rajasthan,315500.0
Maruti,Vitara Brezza,2018.0,Diesel,89994.0,1,Automatic,SUV,Pune,Maharashtra,849700.0
Mahindra,Scorpio,2020.0,Diesel,32247.0,1,Manual,SUV,Barrackpore,West Bengal,1277800.0
Jeep,Compass,2017.0,Diesel,88961.0,1,Manual,Luxury SUV,Mumbai,Maharashtra,909200.0
Hyundai,Creta,2017.0,Diesel,84906.0,1,Manual,SUV,Jaipur,Rajasthan,1082400.0
Renault,Kwid,2019.0,Petrol,18953.0,1,Manual,Hatchback,Bangalore Central,Karnataka,459800.0
Honda,City,2014.0,Petrol,20923.0,2,Manual,Sedan,Delhi,Delhi,530700.0
Hyundai,Elite I20,2017.0,Petrol,19682.0,1,Manual,Hatchback,Delhi,Delhi,628000.0
Hyundai,I10,2015.0,Petrol,33536.0,1,Manual,Hatchback,Gurgaon,Haryana,358000.0
Hyundai,Elite I20,2018.0,Petrol,18327.0,1,Manual,Hatchback,Hyderabad,Telangana,694801.0
Honda,City,2017.0,Petrol,61703.0,1,Manual,Sedan,Gurgaon,Haryana,703000.0
Tata,Tiago,2018.0,Petrol,63124.0,1,Manual,Hatchback,Delhi,Delhi,437000.0
Skoda,Rapid,2020.0,Petrol,41858.0,1,Manual,Sedan,Nerul,Maharashtra,699000.0
